cycle,pc,type,paddr,coreid,inst
0,001001504,Write Request,3e3c92860,0,3532602762100
0,000000000,Eviction (dirty),39e3ea840,4,3532602762017
0,001001524,Write Request,3e3c92880,0,3532602762100
0,000000000,Eviction (dirty),39e3ea880,4,3532602762025
0,00100154c,Write Request,3e3c928c0,0,3532602762100
0,000000000,Eviction (writable),3e27468c0,4,3532602762035
0,00133f898,Read Request,02c8322c0,0,3532602762100
0,000000000,Eviction (writable),1815222c0,4,3532602762069
0,001338e74,Fetch Request,007f38e74,0,3532602762100
0,000000000,Eviction (clean),007ed4e40,4,3532602762091
0,00133ff80,Fetch Request,007f3ff80,0,3532602762100
0,000000000,Eviction (clean),007cbbf80,4,3532602762096
0,00133ff80,Read Request,0309f6200,0,3532602762100
0,000000000,Eviction (dirty),39e3ea200,4,3532602762096
0,ffffffff78d3fd8c,Read Request,3c56176c0,0,3532602762100
0,000000000,Eviction (writable),39366f6c0,6,3532602762047
0,ffffffff78d3fd94,Read Request,3c5617700,0,3532602762100
0,000000000,Eviction (dirty),3e9603700,6,3532602762049
0,0012d1984,Fetch Request,007ed1984,0,3532602762100
0,000000000,Eviction (clean),3c0a31980,11,3532602762004
0,0012d19c0,Fetch Request,007ed19c0,0,3532602762100
0,000000000,Eviction (clean),007e119c0,11,3532602762032
0,0012d1a24,Fetch Request,007ed1a24,0,3532602762100
0,000000000,Eviction (clean),007c01a00,11,3532602762043
0,0012d1b58,Fetch Request,007ed1b58,0,3532602762100
0,000000000,Eviction (clean),007c01b40,11,3532602762045
0,0012d4e00,Fetch Request,007ed4e00,0,3532602762100
0,000000000,Eviction (clean),007f38e00,11,3532602762063
0,0012d4a98,Fetch Request,007ed4a98,0,3532602762100
0,000000000,Eviction (clean),007f38a80,11,3532602762072
0,0012d4aa4,Write Request,0c9bc1640,0,3532602762100
0,000000000,Eviction (dirty),3e2735640,11,3532602762075
0,0012d4ac0,Fetch Request,007ed4ac0,0,3532602762100
0,000000000,Eviction (clean),007f38ac0,11,3532602762082
0,00104b0f0,Read Request,04b44f7d8,0,3532602762100
0,0012f2674,Read Request,113bac5c0,0,3532602762100
0,000000000,Eviction (dirty),39e2905c0,13,3532602762066
0,ffffffff78a71f10,Read Request,383ef6920,0,3532602762100
0,000000000,Eviction (dirty),3c5502900,14,3532602762057
0,ffffffff78a71e40,Read Request,3be88e558,0,3532602762100
0,000000000,Eviction (writable),3977c2540,14,3532602762095
0,ffffffff7e36b400,Fetch Request,3e9f5b400,0,3532602762100
0,000000000,Eviction (clean),3c0b73400,15,3532602762005
0,ffffffff7e36b404,Read Request,3c10f01e8,0,3532602762100
0,000000000,Eviction (clean),0075bc1c0,15,3532602762006
0,ffffffff7eddb018,Fetch Request,0057d3018,0,3532602762100
0,000000000,Eviction (clean),007c07000,15,3532602762009
0,001002800,Fetch Request,007c02800,0,3532602762100
0,000000000,Eviction (clean),3c0baa800,15,3532602762011
0,001007308,Fetch Request,007c07308,0,3532602762100
0,000000000,Eviction (clean),3c0bab300,15,3532602762015
0,001007340,Fetch Request,007c07340,0,3532602762100
0,000000000,Eviction (clean),3c08ff340,15,3532602762029
0,001007348,Read Request,0275c0018,0,3532602762100
0,000000000,Eviction (writable),0075e4000,15,3532602762031
0,00100734c,Read Request,05c6a2188,0,3532602762100
0,000000000,Eviction (writable),381426180,15,3532602762032
0,001007374,Read Request,008031d30,0,3532602762100
0,000000000,Eviction (writable),0075cdd00,15,3532602762042
0,001007380,Fetch Request,007c07380,0,3532602762100
0,000000000,Eviction (clean),3c08ff380,15,3532602762045
0,0010073c0,Fetch Request,007c073c0,0,3532602762100
0,000000000,Eviction (clean),3c08ff3c0,15,3532602762058
0,0010073d4,Write Request,081b5bc10,0,3532602762100
0,000000000,Eviction (dirty),3c55bbc00,15,3532602762063
0,001007478,Fetch Request,007c07478,0,3532602762100
0,000000000,Eviction (clean),3c0b73440,15,3532602762073
0,001007480,Fetch Request,007c07480,0,3532602762100
0,000000000,Eviction (clean),3c0b4f480,15,3532602762075
0,0010074c0,Fetch Request,007c074c0,0,3532602762100
0,000000000,Eviction (clean),3c0b734c0,15,3532602762091
0,00104c408,Fetch Request,007c4c408,0,3532602762100
0,000000000,Eviction (clean),3c09c0400,15,3532602762094
0,00104c408,Read Request,05c6a2228,0,3532602762100
0,000000000,Eviction (writable),0075e6200,15,3532602762094
0,ffffffff78d3fd8c,Read Request,3c55b5740,0,3532602762200
0,000000000,Eviction (clean),37b4ed740,1,3532602762114
0,ffffffff78d3fd94,Read Request,3c55b5780,0,3532602762200
0,000000000,Eviction (writable),379dbd780,1,3532602762116
0,ffffffff78d3fdac,Write Request,3c55b5520,0,3532602762200
0,000000000,Eviction (writable),356285500,1,3532602762122
0,001008c78,Read Request,0075f21e0,0,3532602762200
0,000000000,Eviction (writable),00905a1c0,2,3532602762120
0,ffffffff78d3fd1c,Read Request,35883c830,0,3532602762200
0,000000000,Eviction (dirty),032f20800,2,3532602762158
0,00133ffc0,Fetch Request,007f3ffc0,0,3532602762200
0,000000000,Eviction (clean),007ecffc0,4,3532602762119
0,0012d679c,Fetch Request,007ed679c,0,3532602762200
0,000000000,Eviction (clean),007eee780,4,3532602762121
0,0012d679c,Read Request,0430f3cf0,0,3532602762200
0,000000000,Eviction (dirty),02fef7cc0,4,3532602762121
0,0012d67a0,Read Request,0ccac1ac0,0,3532602762200
0,000000000,Eviction (dirty),0c83a1ac0,4,3532602762122
0,0012144f8,Read Request,02c832320,0,3532602762200
0,000000000,Eviction (dirty),39e3ea300,4,3532602762182
0,001214500,Fetch Request,007e14500,0,3532602762200
0,000000000,Eviction (clean),007c74500,4,3532602762184
0,001214508,Read Request,02c8322a0,0,3532602762200
0,000000000,Eviction (dirty),39e3ea280,4,3532602762186
0,001214538,Read Request,03d0a2c78,0,3532602762200
0,001214540,Upgrade Request,03d0a2c78,0,3532602762200
0,0012d4b00,Fetch Request,007ed4b00,0,3532602762200
0,000000000,Eviction (clean),3c0a1cb00,11,3532602762112
0,0012d4b70,Fetch Request,007ed4b70,0,3532602762200
0,000000000,Eviction (clean),007c08b40,11,3532602762118
0,0011312a8,Fetch Request,007d312a8,0,3532602762200
0,000000000,Eviction (clean),007d9d280,11,3532602762120
0,0011312c0,Fetch Request,007d312c0,0,3532602762200
0,000000000,Eviction (clean),007d9d2c0,11,3532602762126
0,0011312cc,Read Request,0080f67b0,0,3532602762200
0,000000000,Eviction (clean),021fba780,11,3532602762129
0,001130afc,Fetch Request,007d30afc,0,3532602762200
0,000000000,Eviction (clean),007c08ac0,11,3532602762132
0,00104afe4,Write Request,0018584c0,0,3532602762200
0,000000000,Eviction (dirty),3c55284c0,11,3532602762149
0,001130b68,Read Request,0392de8e8,0,3532602762200
0,000000000,Eviction (dirty),3c6e9a8c0,11,3532602762165
0,0011312e4,Read Request,0018580bc,0,3532602762200
0,000000000,Eviction (writable),354b3c080,11,3532602762187
0,001131388,Fetch Request,007d31388,0,3532602762200
0,000000000,Eviction (clean),0027c1380,11,3532602762191
0,0012f2674,Read Request,113bac600,0,3532602762200
0,000000000,Eviction (dirty),39e290600,13,3532602762194
0,00104c434,Read Request,05c6a22c0,0,3532602762200
0,000000000,Eviction (writable),375e122c0,15,3532602762105
0,00104c440,Fetch Request,007c4c440,0,3532602762200
0,000000000,Eviction (clean),3c09c0440,15,3532602762108
0,00104c45c,Read Request,05c6a233a,0,3532602762200
0,000000000,Eviction (writable),3be012300,15,3532602762115
0,00114aeec,Fetch Request,007d4aeec,0,3532602762200
0,000000000,Eviction (clean),3c0b72ec0,15,3532602762122
0,00114af00,Fetch Request,007d4af00,0,3532602762200
0,000000000,Eviction (clean),361432f00,15,3532602762127
0,0012988ec,Fetch Request,007e988ec,0,3532602762200
0,000000000,Eviction (clean),3c0b748c0,15,3532602762133
0,00114af18,Read Request,09ca55408,0,3532602762200
0,000000000,Eviction (writable),3639b1400,15,3532602762136
0,00114af44,Fetch Request,007d4af44,0,3532602762200
0,000000000,Eviction (clean),361432f40,15,3532602762141
0,00114af78,Read Request,0275c04f8,0,3532602762200
0,000000000,Eviction (writable),2cef704c0,15,3532602762154
0,00114af80,Fetch Request,007d4af80,0,3532602762200
0,000000000,Eviction (clean),361432f80,15,3532602762156
0,00114afac,Read Request,0275c0508,0,3532602762200
0,000000000,Eviction (dirty),3c55bc500,15,3532602762167
0,00114afc0,Fetch Request,007d4afc0,0,3532602762200
0,000000000,Eviction (clean),361432fc0,15,3532602762172
0,00114b058,Fetch Request,007d4b058,0,3532602762200
0,000000000,Eviction (clean),007c07040,15,3532602762178
0,00114b07c,Read Request,0275c00e9,0,3532602762200
0,000000000,Eviction (dirty),3c55bc0c0,15,3532602762187
0,00114b080,Fetch Request,007d4b080,0,3532602762200
0,000000000,Eviction (clean),361433080,15,3532602762188
0,00104c480,Fetch Request,007c4c480,0,3532602762200
0,000000000,Eviction (clean),3c09c0480,15,3532602762195
0,ffffffff78d3fd8c,Read Request,3c5465580,0,3532602762300
0,000000000,Eviction (writable),378691580,2,3532602762249
0,ffffffff78d3fd94,Read Request,3c54655c0,0,3532602762300
0,000000000,Eviction (writable),0075915c0,2,3532602762251
0,001214558,Read Request,0225de220,0,3532602762300
0,000000000,Eviction (dirty),027c92200,4,3532602762205
0,001214560,Upgrade Request,0225de220,0,3532602762300
0,00119d288,Fetch Request,007d9d288,0,3532602762300
0,000000000,Eviction (clean),007ec9280,4,3532602762214
0,00119d2c0,Fetch Request,007d9d2c0,0,3532602762300
0,000000000,Eviction (clean),007d312c0,4,3532602762228
0,00103c1c0,Fetch Request,007c3c1c0,0,3532602762300
0,000000000,Eviction (clean),007e141c0,4,3532602762255
0,ffffffff788f5770,Fetch Request,3c08f5770,0,3532602762300
0,000000000,Eviction (clean),3c0919740,10,3532602762200
0,00103c1e0,Write Request,02f811b88,0,3532602762300
0,000000000,Eviction (clean),37a69db80,11,3532602762204
0,0012d4b80,Fetch Request,007ed4b80,0,3532602762300
0,000000000,Eviction (clean),007c08b80,11,3532602762245
0,001008aac,Read Request,0090e08c0,0,3532602762300
0,000000000,Eviction (dirty),3c55288c0,11,3532602762270
0,001008ac0,Fetch Request,007c08ac0,0,3532602762300
0,000000000,Eviction (clean),007ed4ac0,11,3532602762275
0,0012d4b94,Read Request,0331f9680,0,3532602762300
0,000000000,Eviction (dirty),047e69680,11,3532602762277
0,0012d4b98,Read Request,0309b3498,0,3532602762300
0,000000000,Eviction (writable),355257480,11,3532602762278
0,0012eb110,Fetch Request,007eeb110,0,3532602762300
0,000000000,Eviction (clean),3c1983100,11,3532602762284
0,0012eb114,Read Request,03b4ad860,0,3532602762300
0,000000000,Eviction (writable),0492cd840,11,3532602762285
0,0012eb128,Read Request,03b4ad640,0,3532602762300
0,000000000,Eviction (clean),0331fd640,11,3532602762290
0,001302410,Fetch Request,007f02410,0,3532602762300
0,000000000,Eviction (clean),007d3a400,11,3532602762291
0,001302414,Read Request,0394c4cd0,0,3532602762300
0,000000000,Eviction (dirty),36fe94cc0,11,3532602762292
0,0012eb140,Fetch Request,007eeb140,0,3532602762300
0,000000000,Eviction (clean),3c1983140,11,3532602762298
0,00104c4b0,Read Request,0080ea7a0,0,3532602762300
0,000000000,Eviction (dirty),3c5496780,15,3532602762207
0,00114228c,Fetch Request,007d4228c,0,3532602762300
0,000000000,Eviction (clean),3c091a280,15,3532602762210
0,001142290,Write Request,081b5bad8,0,3532602762300
0,000000000,Eviction (dirty),3c001bac0,15,3532602762211
0,0011422b4,Read Request,02ec9e4d8,0,3532602762300
0,000000000,Eviction (dirty),2cef524c0,15,3532602762220
0,0011422b8,Read Request,02c80abe8,0,3532602762300
0,000000000,Eviction (writable),00758abc0,15,3532602762221
0,0011422c0,Fetch Request,007d422c0,0,3532602762300
0,000000000,Eviction (clean),3c091a2c0,15,3532602762223
0,001219cb8,Fetch Request,007e19cb8,0,3532602762300
0,000000000,Eviction (clean),3c0ba9c80,15,3532602762228
0,001219cc0,Fetch Request,007e19cc0,0,3532602762300
0,000000000,Eviction (clean),3c0ba9cc0,15,3532602762230
0,0010bc304,Fetch Request,007cbc304,0,3532602762300
0,000000000,Eviction (clean),3c08e8300,15,3532602762232
0,0010bc308,Read Request,02ec9e6c8,0,3532602762300
0,000000000,Eviction (writable),375e126c0,15,3532602762233
0,00104bb90,Fetch Request,007c4bb90,0,3532602762300
0,000000000,Eviction (clean),3c085fb80,15,3532602762242
0,00104bc1c,Fetch Request,007c4bc1c,0,3532602762300
0,000000000,Eviction (clean),361503c00,15,3532602762248
0,00104bc1c,Write Request,081b5baa8,0,3532602762300
0,000000000,Eviction (clean),3c10b3a80,15,3532602762248
0,001142310,Fetch Request,007d42310,0,3532602762300
0,000000000,Eviction (clean),3c091a300,15,3532602762255
0,00104c128,Fetch Request,007c4c128,0,3532602762300
0,000000000,Eviction (clean),361504100,15,3532602762258
0,00104c154,Fetch Request,007c4c154,0,3532602762300
0,000000000,Eviction (clean),3c08e8140,15,3532602762265
0,001142340,Fetch Request,007d42340,0,3532602762300
0,000000000,Eviction (clean),3c091a340,15,3532602762272
0,001140290,Fetch Request,007d40290,0,3532602762300
0,000000000,Eviction (clean),3c08e8280,15,3532602762275
0,00113fbd0,Fetch Request,007d3fbd0,0,3532602762300
0,000000000,Eviction (clean),3c085fbc0,15,3532602762290
0,00119d300,Fetch Request,007d9d300,0,3532602762400
0,000000000,Eviction (clean),007c01300,4,3532602762302
0,00119d340,Fetch Request,007d9d340,0,3532602762400
0,000000000,Eviction (clean),3c0a31340,4,3532602762318
0,00119d38c,Read Request,0080ee3a8,0,3532602762400
0,000000000,Eviction (writable),181522380,4,3532602762337
0,001077cb8,Fetch Request,007c77cb8,0,3532602762400
0,000000000,Eviction (clean),007f1fc80,4,3532602762347
0,001077cc0,Fetch Request,007c77cc0,0,3532602762400
0,000000000,Eviction (clean),007c4bcc0,4,3532602762349
0,00119d3c0,Fetch Request,007d9d3c0,0,3532602762400
0,000000000,Eviction (clean),007d313c0,4,3532602762377
0,001296e30,Fetch Request,007e96e30,0,3532602762400
0,000000000,Eviction (clean),007c5ae00,4,3532602762378
0,001296ef4,Fetch Request,007e96ef4,0,3532602762400
0,000000000,Eviction (clean),007c5aec0,4,3532602762381
0,001296f00,Fetch Request,007e96f00,0,3532602762400
0,000000000,Eviction (clean),007eeef00,4,3532602762384
0,0012970a0,Fetch Request,007e970a0,0,3532602762400
0,000000000,Eviction (clean),007d4b080,4,3532602762394
0,ffffffff78d3fcfc,Read Request,3956071b8,0,3532602762400
0,000000000,Eviction (writable),370163180,9,3532602762347
0,0012d4bd4,Fetch Request,007ed4bd4,0,3532602762400
0,000000000,Eviction (clean),3c0920bc0,11,3532602762302
0,00131ed18,Fetch Request,007f1ed18,0,3532602762400
0,000000000,Eviction (clean),007d3ad00,11,3532602762307
0,00131ed40,Fetch Request,007f1ed40,0,3532602762400
0,000000000,Eviction (clean),007d3ad40,11,3532602762317
0,00131ecb0,Fetch Request,007f1ecb0,0,3532602762400
0,000000000,Eviction (clean),007d3ac80,11,3532602762318
0,00131ecb4,Write Request,0c9bc1540,0,3532602762400
0,000000000,Eviction (writable),009161540,11,3532602762319
0,00131ecc0,Fetch Request,007f1ecc0,0,3532602762400
0,000000000,Eviction (clean),007d3acc0,11,3532602762322
0,00131ecc0,Read Request,00815a680,0,3532602762400
0,000000000,Eviction (dirty),3c6e9a680,11,3532602762322
0,00131e9f8,Fetch Request,007f1e9f8,0,3532602762400
0,000000000,Eviction (clean),3e9f5a9c0,11,3532602762342
0,00131ea00,Fetch Request,007f1ea00,0,3532602762400
0,000000000,Eviction (clean),3614caa00,11,3532602762344
0,00131ea0c,Write Request,0c9bc1478,0,3532602762400
0,000000000,Eviction (clean),03e49d440,11,3532602762347
0,00131ea28,Read Request,00816f010,0,3532602762400
0,000000000,Eviction (dirty),03d0a3000,11,3532602762354
0,00131ea40,Fetch Request,007f1ea40,0,3532602762400
0,000000000,Eviction (clean),0057d2a40,11,3532602762360
0,00104afe4,Write Request,022e172c0,0,3532602762400
0,000000000,Eviction (writable),04b99b2c0,11,3532602762381
0,0012f2674,Read Request,113bac640,0,3532602762400
0,000000000,Eviction (writable),35cb90640,13,3532602762322
0,00113fc00,Fetch Request,007d3fc00,0,3532602762400
0,000000000,Eviction (clean),3c0babc00,15,3532602762301
0,00104afe0,Fetch Request,007c4afe0,0,3532602762400
0,000000000,Eviction (clean),3c0baafc0,15,3532602762309
0,00104afe4,Write Request,0080f93e8,0,3532602762400
0,000000000,Eviction (dirty),3c55bd3c0,15,3532602762310
0,001142380,Fetch Request,007d42380,0,3532602762400
0,000000000,Eviction (clean),3c0b0e380,15,3532602762319
0,001141620,Fetch Request,007d41620,0,3532602762400
0,000000000,Eviction (clean),3c0919600,15,3532602762330
0,00113fb94,Fetch Request,007d3fb94,0,3532602762400
0,000000000,Eviction (clean),3c0babb80,15,3532602762333
0,0010f5654,Fetch Request,007cf5654,0,3532602762400
0,000000000,Eviction (clean),3c0b75640,15,3532602762353
0,00104af7c,Fetch Request,007c4af7c,0,3532602762400
0,000000000,Eviction (clean),3c0baaf40,15,3532602762358
0,00104af80,Fetch Request,007c4af80,0,3532602762400
0,000000000,Eviction (clean),3c0baaf80,15,3532602762359
0,00104af8c,Write Request,008103910,0,3532602762400
0,000000000,Eviction (dirty),3c20cb900,15,3532602762362
0,001141640,Fetch Request,007d41640,0,3532602762400
0,000000000,Eviction (clean),3c0919640,15,3532602762367
0,001008a80,Fetch Request,007c08a80,0,3532602762400
0,000000000,Eviction (clean),3c0a1ca80,15,3532602762381
0,001008aac,Read Request,009062b20,0,3532602762400
0,000000000,Eviction (dirty),3e654ab00,15,3532602762392
0,001008ac0,Fetch Request,007c08ac0,0,3532602762400
0,000000000,Eviction (clean),3c0bacac0,15,3532602762397
0,001141654,Read Request,029dc4448,0,3532602762400
0,000000000,Eviction (dirty),3c55bc440,15,3532602762399
0,0012970c0,Fetch Request,007e970c0,0,3532602762500
0,000000000,Eviction (clean),3c19830c0,4,3532602762402
0,001297110,Fetch Request,007e97110,0,3532602762500
0,000000000,Eviction (clean),007eeb100,4,3532602762410
0,001297140,Fetch Request,007e97140,0,3532602762500
0,000000000,Eviction (clean),007eeb140,4,3532602762422
0,001297180,Fetch Request,007e97180,0,3532602762500
0,000000000,Eviction (clean),3c1983180,4,3532602762477
0,ffffffff78d3fcfc,Read Request,3be90b2b0,0,3532602762500
0,000000000,Eviction (dirty),39e353280,7,3532602762418
0,001008c78,Read Request,0075fe3f0,0,3532602762500
0,000000000,Eviction (writable),37df423c0,8,3532602762419
0,ffffffff78d3fd04,Read Request,35707e340,0,3532602762500
0,000000000,Eviction (writable),37d7fa340,8,3532602762457
0,ffffffff78d3fd1c,Read Request,3570e62b8,0,3532602762500
0,000000000,Eviction (writable),357af6280,8,3532602762463
0,001008c78,Read Request,0075c5710,0,3532602762500
0,000000000,Eviction (writable),394725700,9,3532602762437
0,ffffffff78d3fd04,Read Request,394ee2488,0,3532602762500
0,000000000,Eviction (writable),395656480,9,3532602762475
0,ffffffff78d3fd1c,Read Request,394ee73d0,0,3532602762500
0,000000000,Eviction (writable),394c9b3c0,9,3532602762481
0,ffffffff788f58a8,Read Request,39e1d05c0,0,3532602762500
0,000000000,Eviction (writable),04a0705c0,10,3532602762404
0,ffffffff788f58b0,Read Request,39e1d0600,0,3532602762500
0,000000000,Eviction (clean),381680600,10,3532602762406
0,001008aac,Read Request,009125e10,0,3532602762500
0,000000000,Eviction (writable),0090fde00,11,3532602762417
0,001130b68,Read Request,03f4e7870,0,3532602762500
0,000000000,Eviction (writable),03bcbf840,11,3532602762424
0,00103bf2c,Read Request,008139044,0,3532602762500
0,000000000,Eviction (dirty),3c5525040,11,3532602762458
0,00103bf40,Fetch Request,007c3bf40,0,3532602762500
0,000000000,Eviction (clean),3c1a17f40,11,3532602762463
0,00103c1ac,Write Request,03a8133d0,0,3532602762500
0,000000000,Eviction (writable),35513b3c0,11,3532602762474
0,00103c128,Write Request,03a8133b8,0,3532602762500
0,000000000,Eviction (dirty),3c5527380,11,3532602762477
0,00103c148,Write Request,03a813378,0,3532602762500
0,000000000,Eviction (dirty),3c5527340,11,3532602762485
0,00103c168,Write Request,03a813338,0,3532602762500
0,000000000,Eviction (dirty),3c5527300,11,3532602762493
0,ffffffff78d3ff7c,Read Request,35682a668,0,3532602762500
0,000000000,Eviction (writable),37c502640,12,3532602762483
0,0012f2674,Read Request,113bac680,0,3532602762500
0,000000000,Eviction (writable),35cb90680,13,3532602762450
0,001141678,Read Request,029dc4424,0,3532602762500
0,000000000,Eviction (writable),0275c0400,15,3532602762406
0,001141680,Fetch Request,007d41680,0,3532602762500
0,000000000,Eviction (clean),3c0b75680,15,3532602762408
0,001141554,Fetch Request,007d41554,0,3532602762500
0,000000000,Eviction (clean),3c0b75540,15,3532602762414
0,0011415a0,Fetch Request,007d415a0,0,3532602762500
0,000000000,Eviction (clean),3c0b75580,15,3532602762417
0,0011416c0,Fetch Request,007d416c0,0,3532602762500
0,000000000,Eviction (clean),3c0b756c0,15,3532602762424
0,00119c7c8,Fetch Request,007d9c7c8,0,3532602762500
0,000000000,Eviction (clean),3c080c7c0,15,3532602762425
0,00119c7d0,Read Request,029dc4668,0,3532602762500
0,000000000,Eviction (dirty),3c55bc640,15,3532602762427
0,00119c800,Fetch Request,007d9c800,0,3532602762500
0,000000000,Eviction (clean),3c080c800,15,3532602762434
0,0011416e0,Write Request,029dc46a9,0,3532602762500
0,000000000,Eviction (writable),3be140680,15,3532602762443
0,0010f59e0,Fetch Request,007cf59e0,0,3532602762500
0,000000000,Eviction (clean),3c09199c0,15,3532602762446
0,0010f59e8,Read Request,029dc45b0,0,3532602762500
0,000000000,Eviction (writable),0075e4580,15,3532602762448
0,0010f5628,Fetch Request,007cf5628,0,3532602762500
0,000000000,Eviction (clean),3c08b5600,15,3532602762454
0,0010f5630,Read Request,0275c0118,0,3532602762500
0,000000000,Eviction (writable),3be1e8100,15,3532602762456
0,0011416f0,Read Request,0081584c0,0,3532602762500
0,000000000,Eviction (writable),36c3bc4c0,15,3532602762467
0,0012c7c80,Fetch Request,007ec7c80,0,3532602762500
0,000000000,Eviction (clean),361503c80,15,3532602762470
0,0012c7c8c,Read Request,00813a1d0,0,3532602762500
0,000000000,Eviction (writable),00758e1c0,15,3532602762473
0,0012c7c90,Write Request,029dc4608,0,3532602762500
0,000000000,Eviction (writable),00758c600,15,3532602762474
0,0012c7c94,Read Request,0c88bd214,0,3532602762500
0,000000000,Eviction (dirty),3c55bd200,15,3532602762475
0,0012c7cc0,Fetch Request,007ec7cc0,0,3532602762500
0,000000000,Eviction (clean),3c0843cc0,15,3532602762479
0,0012c7cc0,Read Request,029dc45d0,0,3532602762500
0,000000000,Eviction (dirty),3c55bc5c0,15,3532602762479
0,0012c7d0c,Fetch Request,007ec7d0c,0,3532602762500
0,000000000,Eviction (clean),3c0b73d00,15,3532602762483
0,0012c7d14,Read Request,008158b48,0,3532602762500
0,000000000,Eviction (writable),0075e4b40,15,3532602762485
0,0012c7df8,Fetch Request,007ec7df8,0,3532602762500
0,000000000,Eviction (clean),361503dc0,15,3532602762493
0,0012c7e00,Fetch Request,007ec7e00,0,3532602762500
0,000000000,Eviction (clean),3c0b73e00,15,3532602762495
0,ffffffff78d3ff7c,Read Request,3784b16f8,0,3532602762600
0,000000000,Eviction (dirty),021bf16c0,3,3532602762539
0,ffffffff78d3fff0,Read Request,3784b4650,0,3532602762600
0,000000000,Eviction (writable),378d00640,3,3532602762568
0,00104c4c0,Fetch Request,007c4c4c0,0,3532602762600
0,000000000,Eviction (clean),3c43f84c0,4,3532602762559
0,001008c78,Read Request,0075affd0,0,3532602762600
0,000000000,Eviction (clean),381743fc0,7,3532602762508
0,ffffffff78d3fd04,Read Request,397ffafc8,0,3532602762600
0,000000000,Eviction (dirty),39e352fc0,7,3532602762546
0,ffffffff78d3fd1c,Read Request,397ffe210,0,3532602762600
0,000000000,Eviction (clean),0075fa200,7,3532602762552
0,ffffffff78d3fd84,Read Request,39e356300,0,3532602762600
0,000000000,Eviction (clean),383ed2300,7,3532602762578
0,ffffffff78d3fd8c,Read Request,39e356340,0,3532602762600
0,000000000,Eviction (writable),397c46340,7,3532602762580
0,ffffffff78d3fd94,Read Request,39e356380,0,3532602762600
0,000000000,Eviction (clean),37f592380,7,3532602762582
0,ffffffff78d3fd8c,Read Request,3c5419300,0,3532602762600
0,000000000,Eviction (writable),381639300,8,3532602762554
0,ffffffff78d3fd94,Read Request,3c5419340,0,3532602762600
0,000000000,Eviction (writable),383edd340,8,3532602762556
0,ffffffff78d3fd8c,Read Request,3c5fa1400,0,3532602762600
0,000000000,Eviction (writable),3702c9400,9,3532602762572
0,ffffffff78d3fd94,Read Request,3c5fa1440,0,3532602762600
0,000000000,Eviction (writable),3702c9440,9,3532602762574
0,00103c188,Write Request,03a8132f8,0,3532602762600
0,000000000,Eviction (dirty),00185f2c0,11,3532602762501
0,00103c1ac,Write Request,03a8134d0,0,3532602762600
0,000000000,Eviction (dirty),3c55274c0,11,3532602762510
0,00103c128,Write Request,03a8134b8,0,3532602762600
0,000000000,Eviction (dirty),3c5527480,11,3532602762513
0,00103c148,Write Request,03a813478,0,3532602762600
0,000000000,Eviction (clean),37b463440,11,3532602762521
0,00103c168,Write Request,03a813438,0,3532602762600
0,000000000,Eviction (clean),007587400,11,3532602762529
0,00103c1ac,Write Request,03a8135d0,0,3532602762600
0,000000000,Eviction (writable),00903b5c0,11,3532602762546
0,00103c128,Write Request,03a8135b8,0,3532602762600
0,000000000,Eviction (writable),3551b3580,11,3532602762549
0,00103c148,Write Request,03a813578,0,3532602762600
0,000000000,Eviction (writable),04c193540,11,3532602762557
0,00103c168,Write Request,03a813538,0,3532602762600
0,000000000,Eviction (dirty),04c193500,11,3532602762565
0,0012f2674,Read Request,113bac6c0,0,3532602762600
0,000000000,Eviction (writable),37e7ec6c0,13,3532602762578
0,ffffffff78d3fcfc,Read Request,3be88e5b0,0,3532602762600
0,000000000,Eviction (writable),383ef6580,14,3532602762534
0,0012c7e40,Fetch Request,007ec7e40,0,3532602762600
0,000000000,Eviction (clean),3c0b2be40,15,3532602762504
0,0010637e0,Fetch Request,007c637e0,0,3532602762600
0,000000000,Eviction (clean),3c0b737c0,15,3532602762505
0,001063800,Fetch Request,007c63800,0,3532602762600
0,000000000,Eviction (clean),3c0b73800,15,3532602762511
0,001063880,Fetch Request,007c63880,0,3532602762600
0,000000000,Eviction (clean),3c0b73880,15,3532602762521
0,001063884,Read Request,029dc44b0,0,3532602762600
0,000000000,Eviction (writable),3bbbb8480,15,3532602762522
0,00106389c,Read Request,0080352d2,0,3532602762600
0,000000000,Eviction (dirty),3c55bd2c0,15,3532602762528
0,0010638c0,Fetch Request,007c638c0,0,3532602762600
0,000000000,Eviction (clean),3c0b738c0,15,3532602762535
0,001063900,Fetch Request,007c63900,0,3532602762600
0,000000000,Eviction (clean),3c0b73900,15,3532602762550
0,001008aac,Read Request,009042170,0,3532602762600
0,000000000,Eviction (writable),383eda140,15,3532602762573
0,001063928,Read Request,027c6e048,0,3532602762600
0,000000000,Eviction (writable),00754a040,15,3532602762580
0,001063930,Read Request,008d73ba0,0,3532602762600
0,000000000,Eviction (writable),007593b80,15,3532602762582
0,001063938,Read Request,008040c40,0,3532602762600
0,000000000,Eviction (dirty),3c55bcc40,15,3532602762584
0,001063940,Fetch Request,007c63940,0,3532602762600
0,000000000,Eviction (clean),3c0b73940,15,3532602762586
0,001063980,Fetch Request,007c63980,0,3532602762600
0,000000000,Eviction (clean),3c0bab980,15,3532602762593
0,00105a72c,Fetch Request,007c5a72c,0,3532602762600
0,000000000,Eviction (clean),3c0a1a700,15,3532602762596
